published_date,year,language,title,content_status,content_type,primary_category,all_categories,word_count,excerpt,url
2020-05-14,2020,Dutch,(Ελληνικά) 15 Μαΐου 2020: Διαδικτυακή Παρασκευή με το Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Community update,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/05/14/15-%ce%bc%ce%b1%ce%90%ce%bf%cf%85-2020-%ce%b4%ce%b9%ce%b1%ce%b4%ce%b9%ce%ba%cf%84%cf%85%ce%b1%ce%ba%ce%ae-%cf%80%ce%b1%cf%81%ce%b1%cf%83%ce%ba%ce%b5%cf%85%ce%ae-%ce%bc%ce%b5-%cf%84%ce%bf-%ce%b5%ce%bb/
2020-05-22,2020,Dutch,(Ελληνικά) 22 Μαΐου 2020: Διαδικτυακή Παρασκευή με το Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Community update,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/05/22/22-%ce%bc%ce%b1%ce%90%ce%bf%cf%85-2020-%ce%b4%ce%b9%ce%b1%ce%b4%ce%b9%ce%ba%cf%84%cf%85%ce%b1%ce%ba%ce%ae-%cf%80%ce%b1%cf%81%ce%b1%cf%83%ce%ba%ce%b5%cf%85%ce%ae-%ce%bc%ce%b5-%cf%84%ce%bf-%ce%b5%ce%bb/
2020-05-28,2020,Dutch,(Ελληνικά) 29 Μαΐου 2020: Διαδικτυακή Παρασκευή με το Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Community update,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/05/28/29-%ce%bc%ce%b1%ce%90%ce%bf%cf%85-2020-%ce%b4%ce%b9%ce%b1%ce%b4%ce%b9%ce%ba%cf%84%cf%85%ce%b1%ce%ba%ce%ae-%cf%80%ce%b1%cf%81%ce%b1%cf%83%ce%ba%ce%b5%cf%85%ce%ae-%ce%bc%ce%b5-%cf%84%ce%bf-%ce%b5%ce%bb/
2020-09-09,2020,Dutch,(Ελληνικά) 22 Σεπτεμβρίου 2020: Έναρξη μαθημάτων εκμάθησης της ολλανδικής γλώσσας,placeholder_only,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/09/09/english-22-%cf%83%ce%b5%cf%80%cf%84%ce%b5%ce%bc%ce%b2%cf%81%ce%af%ce%bf%cf%85-2020-%ce%ad%ce%bd%ce%b1%cf%81%ce%be%ce%b7-%ce%bc%ce%b1%ce%b8%ce%b7%ce%bc%ce%ac%cf%84%cf%89%ce%bd-%ce%b5%ce%ba%ce%bc/
2020-09-09,2020,Greek,22 Σεπτεμβρίου 2020: Έναρξη μαθημάτων εκμάθησης της ολλανδικής γλώσσας,full_text,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,168,"Αγαπητά μέλη και φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, σας ανακοινώνουμε την έναρξη νέων – online – τμημάτων εκμάθησης της ολλανδικής γλώσσας διάρκειας 18 εβδομάδων. Opening Day – Ημέρα Γνωριμίας & Παροχής Πληροφοριών: Τρίτη 22 Σεπτεμβρίου 2020 στις 19:00 Αν επιθυμείτε να παρευρεθείτε στην ημέρα γνωριμίας, ...",https://vvgn.eu/el/2020/09/09/english-22-%CF%83%CE%B5%CF%80%CF%84%CE%B5%CE%BC%CE%B2%CF%81%CE%AF%CE%BF%CF%85-2020-%CE%AD%CE%BD%CE%B1%CF%81%CE%BE%CE%B7-%CE%BC%CE%B1%CE%B8%CE%B7%CE%BC%CE%AC%CF%84%CF%89%CE%BD-%CE%B5%CE%BA%CE%BC/
2020-12-03,2020,Dutch,(Ελληνικά) Ευχές,placeholder_only,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2020/12/03/english-%ce%b5%cf%85%cf%87%ce%ad%cf%82/
2020-12-03,2020,Greek,Ευχές,full_text,Festive event,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας,Γενικές Ανακοινώσεις για την Ένωση Ελλήνων Ολλανδίας; Εορταστικές εκδηλώσεις,269,"Αγαπητά μέλη της Ένωσης Ελλήνων Ολλανδίας, Βρισκόμαστε πια στις αρχές Δεκεμβρίου 2020 οπότε καταρχάς θέλουμε να ευχηθούμε Καλό Χειμώνα σε όλους και όλες σας! Οι γιορτές των Χριστουγέννων και της Πρωτοχρονιάς πλησιάζουν αλλά φέτος για τους περισσότερους ανθρώπους θα είναι διαφορετικές σε σχέση με τα προηγούμενα ...",https://vvgn.eu/el/2020/12/03/english-%CE%B5%CF%85%CF%87%CE%AD%CF%82/
2021-02-14,2021,Dutch,(Ελληνικά) 2 Μαρτίου 2021: Νέος κύκλος online ολλανδικών μαθημάτων για αρχαρίους,placeholder_only,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/02/14/2-%ce%bc%ce%b1%cf%81%cf%84%ce%af%ce%bf%cf%85-2021-%ce%bd%ce%ad%ce%bf%cf%82-%ce%ba%cf%8d%ce%ba%ce%bb%ce%bf%cf%82-online-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%b9%ce%ba%cf%8e%ce%bd-%ce%bc%ce%b1%ce%b8/
2021-02-14,2021,Greek,2 Μαρτίου 2021: Νέος κύκλος online ολλανδικών μαθημάτων για αρχαρίους,full_text,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,128,"Αγαπητά μέλη και φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, σας ανακοινώνουμε την έναρξη νέων – online – τμημάτων εκμάθησης της ολλανδικής γλώσσας για ΑΡΧΑΡΙΟΥΣ, διάρκειας 18 εβδομάδων. – Στα μαθήματα μπορούν να εγγραφούν Έλληνες κάτοικοι της Ολλανδίας – Πρώτο -online – μάθημα: Τρίτη 2 Μαρτίου 2021 ...",https://vvgn.eu/el/2021/02/14/2-%CE%BC%CE%B1%CF%81%CF%84%CE%AF%CE%BF%CF%85-2021-%CE%BD%CE%AD%CE%BF%CF%82-%CE%BA%CF%8D%CE%BA%CE%BB%CE%BF%CF%82-online-%CE%BF%CE%BB%CE%BB%CE%B1%CE%BD%CE%B4%CE%B9%CE%BA%CF%8E%CE%BD-%CE%BC%CE%B1%CE%B8/
2021-02-19,2021,Dutch,(Ελληνικά) Ελλάδα 2021 – 200 χρόνια μετά την Επανάσταση – Ανακοίνωση Ημερίδας Εκδηλώσεων,placeholder_only,Festive event,Εορταστικές εκδηλώσεις,Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/02/19/%ce%b5%ce%bb%ce%bb%ce%ac%ce%b4%ce%b1-2021-200-%cf%87%cf%81%cf%8c%ce%bd%ce%b9%ce%b1-%ce%bc%ce%b5%cf%84%ce%ac-%cf%84%ce%b7%ce%bd-%ce%b5%cf%80%ce%b1%ce%bd%ce%ac%cf%83%cf%84%ce%b1%cf%83%ce%b7-%ce%b1/
2021-03-13,2021,Dutch,(Ελληνικά) Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον,placeholder_only,Festive event,Εορταστικές εκδηλώσεις,Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/03/13/%ce%b5%ce%bb%ce%bb%ce%ac%ce%b4%ce%b1-2021-%cf%80%ce%b1%cf%81%ce%b5%ce%bb%ce%b8%cf%8c%ce%bd%cf%80%ce%b1%cf%81%cf%8c%ce%bd%ce%bc%ce%ad%ce%bb%ce%bb%ce%bf%ce%bd/
2021-03-14,2021,Dutch,(Ελληνικά) 2 χώρες / 1 σκηνή: Συζήτηση με τον Στέλιο Μάινα – Στα πλαίσια της ημερίδας “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,placeholder_only,Festive event,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/03/14/2-%cf%87%cf%89%cf%81%ce%b5%cf%82-1-%cf%83%ce%ba%ce%b7%ce%bd%ce%b7-%cf%83%cf%85%ce%b6%ce%b7%cf%84%ce%b7%cf%83%ce%b7-%ce%bc%ce%b5-%cf%84%ce%bf%ce%bd-%cf%83%cf%84%ce%b5%ce%bb/
2021-03-14,2021,Greek,2 χώρες / 1 σκηνή: Συζήτηση με τον Στέλιο Μάινα – Στα πλαίσια της ημερίδας “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,full_text,Festive event,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Εορταστικές εκδηλώσεις,251,"Αγαπητά μας μέλη και φίλοι/ες της Ένωσης Ελλήνων Ολλανδίας, ΑΝΑΚΟΙΝΩΣΗ Στις 27 Μαρτίου 2021 στις 17:30 ώρα Ολλανδίας συντονιζόμαστε όλοι διαδικτυακά μέσω ZOOM για να παρακολουθήσουμε και να συμμετάσχουμε στην διαδικτυακή εκδήλωση: 2 χώρες / 1 σκηνή: Συζήτηση με τον Στέλιο Μάινα #DidYouKnow 1.Το ξέρατε εσείς ...",https://vvgn.eu/el/2021/03/14/2-%CF%87%CF%89%CF%81%CE%B5%CF%82-1-%CF%83%CE%BA%CE%B7%CE%BD%CE%B7-%CF%83%CF%85%CE%B6%CE%B7%CF%84%CE%B7%CF%83%CE%B7-%CE%BC%CE%B5-%CF%84%CE%BF%CE%BD-%CF%83%CF%84%CE%B5%CE%BB/
2021-03-19,2021,Dutch,(Ελληνικά) “GREEKS TOWARDS INNOVATION” στις 27 Μαρτίου με καλεσμένη τη Μελίνα Ταπραντζή – Στα πλαίσια της Ημερίδας “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,placeholder_only,Festive event,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/03/19/greeks-towards-innovation-%cf%83%cf%84%ce%b9%cf%82-27-%ce%bc%ce%b1%cf%81%cf%84%ce%af%ce%bf%cf%85-%ce%bc%ce%b5-%ce%ba%ce%b1%ce%bb%ce%b5%cf%83%ce%bc%ce%ad%ce%bd%ce%b7-%cf%84%ce%b7-%ce%bc%ce%b5%ce%bb/
2021-03-19,2021,Greek,“GREEKS TOWARDS INNOVATION” στις 27 Μαρτίου με καλεσμένη τη Μελίνα Ταπραντζή – Στα πλαίσια της Ημερίδας “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,full_text,Festive event,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Εορταστικές εκδηλώσεις,93,Το ξέρατε ότι η Melina Taprantzi βραβεύτηκε μαζί με αλλά 6 άτομα από την Παγκόσμια Τράπεζα και τα Ηνωμένα Έθνη σαν μια από τους 7 νικητές (μέσα από 2400 συμμετοχές) για την προσφορά της Wise Greece στους Στόχους Βιώσιμης Ανάπτυξης; Η Μελίνα και οι δράσεις της ...,https://vvgn.eu/el/2021/03/19/greeks-towards-innovation-%cf%83%cf%84%ce%b9%cf%82-27-%ce%bc%ce%b1%cf%81%cf%84%ce%af%ce%bf%cf%85-%ce%bc%ce%b5-%ce%ba%ce%b1%ce%bb%ce%b5%cf%83%ce%bc%ce%ad%ce%bd%ce%b7-%cf%84%ce%b7-%ce%bc%ce%b5%ce%bb/
2021-03-20,2021,Dutch,(Ελληνικά) «Μελοποιημένη Ποίηση» με τους Τέτη Κασσιώνη & Γιώργος Αθανασίου στις 27/03/2021 – Στα πλαίσια της Ημερίδας “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,placeholder_only,Festive event,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/03/20/%ce%bc%ce%b5%ce%bb%ce%bf%cf%80%ce%bf%ce%b9%ce%b7%ce%bc%ce%b5%ce%bd%ce%b7-%cf%80%ce%bf%ce%b9%ce%b7%cf%83%ce%b7-%ce%bc%ce%b5-%cf%84%ce%bf%cf%85%cf%82-%cf%84%ce%ad%cf%84%ce%b7/
2021-03-20,2021,Greek,«Μελοποιημένη Ποίηση» με τους Τέτη Κασσιώνη & Γιώργος Αθανασίου στις 27/03/2021 – Στα πλαίσια της Ημερίδας “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,full_text,Festive event,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Εορταστικές εκδηλώσεις,36,Το ξέρατε ότι οι μουσικοί και δάσκαλοί μας Τέτη Κασσιώνη & Γιώργος Αθανασίου θα μας παρουσιάσουν «Μελοποιημένη Ποίηση» κατά την διάρκεια της Hμερίδας μας στις 27/03/2021; #StayTuned & subscribe here https://www.eventbrite.co.uk/e/143334873465 @greece2021 #GreeceNetherlands Facebook event: https://www.facebook.com/events/1846182438878583/,https://vvgn.eu/el/2021/03/20/%ce%bc%ce%b5%ce%bb%ce%bf%cf%80%ce%bf%ce%b9%ce%b7%ce%bc%ce%b5%ce%bd%ce%b7-%cf%80%ce%bf%ce%b9%ce%b7%cf%83%ce%b7-%ce%bc%ce%b5-%cf%84%ce%bf%cf%85%cf%82-%cf%84%ce%ad%cf%84%ce%b7/
2021-03-23,2021,Dutch,(Ελληνικά) Greeks Towards Innovation – Στα πλαίσια της διαδικτυακής Ημερίδας “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,placeholder_only,Cultural program activity,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Συναντήσεις Ελλήνων Επαγγελματιών στην Ολλανδία,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/03/23/greeks-towards-innovation-%cf%83%cf%84%ce%b1-%cf%80%ce%bb%ce%b1%ce%af%cf%83%ce%b9%ce%b1-%cf%84%ce%b7%cf%82-%ce%b4%ce%b9%ce%b1%ce%b4%ce%b9%ce%ba%cf%84%cf%85%ce%b1%ce%ba%ce%ae%cf%82-%ce%b7%ce%bc%ce%b5/
2021-03-23,2021,English,Greeks Towards Innovation – Part of the online Conference “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,full_text,Cultural program activity,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Συναντήσεις Ελλήνων Επαγγελματιών στην Ολλανδία,265,"Shall we combine the words “Greeks” and “Innovation”? Yes, because then we will have a very interesting discussion! We are happy to invite you in the only fully English speaking online event of the conference “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον” titled: Greeks Towards Innovation This interactive event will ...",https://vvgn.eu/en/2021/03/23/greeks-towards-innovation-%CF%83%CF%84%CE%B1-%CF%80%CE%BB%CE%B1%CE%AF%CF%83%CE%B9%CE%B1-%CF%84%CE%B7%CF%82-%CE%B4%CE%B9%CE%B1%CE%B4%CE%B9%CE%BA%CF%84%CF%85%CE%B1%CE%BA%CE%AE%CF%82-%CE%B7%CE%BC%CE%B5/
2021-03-23,2021,Greek,Greeks Towards Innovation – Στα πλαίσια της διαδικτυακής Ημερίδας “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,full_text,Cultural program activity,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις; Συναντήσεις Ελλήνων Επαγγελματιών στην Ολλανδία,265,"Shall we combine the words “Greeks” and “Innovation”? Yes, because then we will have a very interesting discussion! We are happy to invite you in the only fully English speaking online event of the conference “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον” titled: Greeks Towards Innovation This interactive event will ...",https://vvgn.eu/el/2021/03/23/greeks-towards-innovation-%CF%83%CF%84%CE%B1-%CF%80%CE%BB%CE%B1%CE%AF%CF%83%CE%B9%CE%B1-%CF%84%CE%B7%CF%82-%CE%B4%CE%B9%CE%B1%CE%B4%CE%B9%CE%BA%CF%84%CF%85%CE%B1%CE%BA%CE%AE%CF%82-%CE%B7%CE%BC%CE%B5/
2021-03-30,2021,Dutch,(Ελληνικά) Ευχαριστήριο μήνυμα για την ολοκλήρωση της Ημερίδας “Ελλάδα 2021: Παρελθόν+Παρόν=Μέλλον”,placeholder_only,Community update,Διαδικτυακές πολιτιστικές συναντήσεις,Διαδικτυακές πολιτιστικές συναντήσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/03/30/%ce%b5%cf%85%cf%87%ce%b1%cf%81%ce%b9%cf%83%cf%84%ce%ae%cf%81%ce%b9%ce%bf-%ce%bc%ce%ae%ce%bd%cf%85%ce%bc%ce%b1-%ce%b3%ce%b9%ce%b1-%cf%84%ce%b7%ce%bd-%ce%bf%ce%bb%ce%bf%ce%ba%ce%bb%ce%ae%cf%81%cf%89/
2021-09-04,2021,Dutch,(Ελληνικά) Νέος κύκλος μαθημάτων ολλανδικής γλώσσας από το Ελληνικό Σπίτι στο Ρότερνταμ,placeholder_only,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/09/04/%ce%bd%ce%ad%ce%bf%cf%82-%ce%ba%cf%8d%ce%ba%ce%bb%ce%bf%cf%82-%ce%bc%ce%b1%ce%b8%ce%b7%ce%bc%ce%ac%cf%84%cf%89%ce%bd-%ce%bf%ce%bb%ce%bb%ce%b1%ce%bd%ce%b4%ce%b9%ce%ba%ce%ae%cf%82-%ce%b3%ce%bb%cf%8e/
2021-09-04,2021,Greek,Νέος κύκλος μαθημάτων ολλανδικής γλώσσας από το Ελληνικό Σπίτι στο Ρότερνταμ,full_text,Course / class,Μαθήματα Ολλανδικών,Μαθήματα Ολλανδικών,143,"Αγαπητά μέλη και φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, σας ανακοινώνουμε την έναρξη νέων – online – τμημάτων εκμάθησης της ολλανδικής γλώσσας (φθινόπωρο- χειμώνας 2021-22) για αρχαρίους και προχωρημένους, διάρκειας 18 εβδομάδων. – Στα μαθήματα μπορούν να εγγραφούν Έλληνες κάτοικοι της Ολλανδίας – Πρώτο -online – ...",https://vvgn.eu/el/2021/09/04/%CE%BD%CE%AD%CE%BF%CF%82-%CE%BA%CF%8D%CE%BA%CE%BB%CE%BF%CF%82-%CE%BC%CE%B1%CE%B8%CE%B7%CE%BC%CE%AC%CF%84%CF%89%CE%BD-%CE%BF%CE%BB%CE%BB%CE%B1%CE%BD%CE%B4%CE%B9%CE%BA%CE%AE%CF%82-%CE%B3%CE%BB%CF%8E/
2021-10-13,2021,Dutch,(Ελληνικά) Επανέναρξη Θεατρικής Ομάδας του Ελληνικού Σπιτιού – Βραδιά Εκδήλωσης Ενδιαφέροντος,placeholder_only,Cultural program activity,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/10/13/%ce%b5%cf%80%ce%b1%ce%bd%ce%ad%ce%bd%ce%b1%cf%81%ce%be%ce%b7-%ce%b8%ce%b5%ce%b1%cf%84%cf%81%ce%b9%ce%ba%ce%ae%cf%82-%ce%bf%ce%bc%ce%ac%ce%b4%ce%b1%cf%82-%cf%84%ce%bf%cf%85-%ce%b5%ce%bb%ce%bb%ce%b7/
2021-10-13,2021,Greek,Επανέναρξη Θεατρικής Ομάδας του Ελληνικού Σπιτιού – Βραδιά Εκδήλωσης Ενδιαφέροντος,full_text,Cultural program activity,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Θεατρική Ομάδα του Ελληνικού Σπιτιού στο Ρότερνταμ,247,"Αγαπητά μας μέλη & φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Με χαρά σας ενημερώνουμε πως την Παρασκευή 15 Οκτωβρίου 2021 στις 19:00 διοργανώνουμε βραδιά εκδήλωσης ενδιαφέροντος για την επανέναρξη της Θεατρικής Ομάδας του Ελληνικού Σπιτιού στο Ρότερνταμ. Αρχές του 2020 είχαν γίνει οι πρώτες προσπάθειες για ...",https://vvgn.eu/el/2021/10/13/%CE%B5%CF%80%CE%B1%CE%BD%CE%AD%CE%BD%CE%B1%CF%81%CE%BE%CE%B7-%CE%B8%CE%B5%CE%B1%CF%84%CF%81%CE%B9%CE%BA%CE%AE%CF%82-%CE%BF%CE%BC%CE%AC%CE%B4%CE%B1%CF%82-%CF%84%CE%BF%CF%85-%CE%B5%CE%BB%CE%BB%CE%B7/
2021-10-27,2021,Dutch,(Ελληνικά) Μαθήματα κλασικής & λαϊκής κιθάρας – Ημέρα Γνωριμίας,placeholder_only,Course / class,Μαθήματα μουσικής & μουσικών οργάνων,Μαθήματα μουσικής & μουσικών οργάνων,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/10/27/%ce%bc%ce%b1%ce%b8%ce%ae%ce%bc%ce%b1%cf%84%ce%b1-%ce%ba%ce%bb%ce%b1%cf%83%ce%b9%ce%ba%ce%ae%cf%82-%ce%bb%ce%b1%cf%8a%ce%ba%ce%ae%cf%82-%ce%ba%ce%b9%ce%b8%ce%ac%cf%81%ce%b1%cf%82-%ce%b7%ce%bc%ce%ad/
2021-10-27,2021,English,(Ελληνικά) Μαθήματα κλασικής & λαϊκής κιθάρας – Ημέρα Γνωριμίας,full_text,Course / class,Μαθήματα μουσικής & μουσικών οργάνων,Μαθήματα μουσικής & μουσικών οργάνων,260,"Sorry, this entry is only available in Ελληνικά . For the sake of viewer convenience, the content is shown below in the alternative language. You may click the link to switch the active language. Αγαπητά μας μέλη & φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Με χαρά ...",https://vvgn.eu/en/2021/10/27/%ce%bc%ce%b1%ce%b8%ce%ae%ce%bc%ce%b1%cf%84%ce%b1-%ce%ba%ce%bb%ce%b1%cf%83%ce%b9%ce%ba%ce%ae%cf%82-%ce%bb%ce%b1%cf%8a%ce%ba%ce%ae%cf%82-%ce%ba%ce%b9%ce%b8%ce%ac%cf%81%ce%b1%cf%82-%ce%b7%ce%bc%ce%ad/
2021-10-27,2021,Dutch,(Ελληνικά) Χορωδιακό Εργαστήρι – Ημέρα Γνωριμίας,placeholder_only,Cultural program activity,Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/10/27/%cf%87%ce%bf%cf%81%cf%89%ce%b4%ce%b9%ce%b1%ce%ba%cf%8c-%ce%b5%cf%81%ce%b3%ce%b1%cf%83%cf%84%ce%ae%cf%81%ce%b9-%ce%b7%ce%bc%ce%ad%cf%81%ce%b1-%ce%b3%ce%bd%cf%89%cf%81%ce%b9%ce%bc%ce%af%ce%b1%cf%82/
2021-10-27,2021,Greek,Μαθήματα κλασικής & λαϊκής κιθάρας – Ημέρα Γνωριμίας,full_text,Course / class,Μαθήματα μουσικής & μουσικών οργάνων,Μαθήματα μουσικής & μουσικών οργάνων,226,"Αγαπητά μας μέλη & φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Με χαρά σας ενημερώνουμε πως την Παρασκευή 29 Οκτωβρίου 2021 στις 18:00 διοργανώνουμε ημέρα γνωριμίας για την έναρξη Μαθημάτων Κλασικής & Λαϊκής Κιθάρας στο Ελληνικό Σπίτι στο Ρότερνταμ. Τα τμήματα θα είναι ολιγομελή. Τα μαθήματα απευθύνονται ...",https://vvgn.eu/el/2021/10/27/%CE%BC%CE%B1%CE%B8%CE%AE%CE%BC%CE%B1%CF%84%CE%B1-%CE%BA%CE%BB%CE%B1%CF%83%CE%B9%CE%BA%CE%AE%CF%82-%CE%BB%CE%B1%CF%8A%CE%BA%CE%AE%CF%82-%CE%BA%CE%B9%CE%B8%CE%AC%CF%81%CE%B1%CF%82-%CE%B7%CE%BC%CE%AD/
2021-10-27,2021,Greek,Χορωδιακό Εργαστήρι – Ημέρα Γνωριμίας,full_text,Cultural program activity,Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ,Η Χορωδία του Ελληνικού Σπιτιού στο Ρότερνταμ,271,"Αγαπητά μας μέλη & φίλοι/ες του Ελληνικού Σπιτιού στο Ρότερνταμ, Με χαρά σας ενημερώνουμε πως την Παρασκευή 29 Οκτωβρίου 2021 στις 19:00 διοργανώνουμε Ημέρα Γνωριμίας για το Χορωδιακό Εργαστήρι στο Ελληνικό Σπίτι στο Ρότερνταμ. Αγαπάτε το τραγούδι; Θέλετε να μάθετε να τραγουδάτε σωστά και μελωδικά; Ενδιαφέρεστε ...",https://vvgn.eu/el/2021/10/27/%CF%87%CE%BF%CF%81%CF%89%CE%B4%CE%B9%CE%B1%CE%BA%CF%8C-%CE%B5%CF%81%CE%B3%CE%B1%CF%83%CF%84%CE%AE%CF%81%CE%B9-%CE%B7%CE%BC%CE%AD%CF%81%CE%B1-%CE%B3%CE%BD%CF%89%CF%81%CE%B9%CE%BC%CE%AF%CE%B1%CF%82/
2021-11-05,2021,Dutch,(Ελληνικά) 7 Νοεμβρίου 2021: Open Day – Ημέρα Ενημέρωσης Πολιτιστικών Δράσεων,placeholder_only,Public event promotion,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ,Δραστηριότητες του Ελληνικού Σπιτιού στο Ρότερνταμ; Εορταστικές εκδηλώσεις,0,Translation placeholder page (no local body text).,https://vvgn.eu/nl/2021/11/05/7-%ce%bd%ce%bf%ce%b5%ce%bc%ce%b2%cf%81%ce%af%ce%bf%cf%85-2021-open-day-%ce%b7%ce%bc%ce%ad%cf%81%ce%b1-%ce%b5%ce%bd%ce%b7%ce%bc%ce%ad%cf%81%cf%89%cf%83%ce%b7%cf%82-%cf%80%ce%bf%ce%bb%ce%b9%cf%84/
